"title","category","duration","channel","description","url"
"Joga Głębokie Rozciąganie 65 min | POZIOM ★★★☆ |","Flow, Stres, Rozciąganie","65","Yoga Home","#joga #vinyasa #yogahome  🙆 Lekcja jogi, która łączy spokój z głębokim, efektywnym działaniem. Skoncentrujemy się na pracy nad dużymi zakresami ruchu, pogłębiając pozycje powoli i stopniowo. Dzięki temu nawet mniej zaawansowani jogini będą mogli cieszyć się korzyściami tej praktyki ⭐️⭐️⭐️   Podczas zajęć wykorzystamy różnorodne techniki, które pomogą zwiększyć elastyczność, rozluźnić napięcia oraz poprawić ogólną mobilność ciała.  💰 Jeżeli doceniasz naszą pracę wesprzyj nas.  Przeczytaj jak można to zrobić: https://yogahome.pl/wsparcie/ ______________________________________________ NASZE KURSY ONLINE:  ✔️ 10h Kurs Vinyasa Joga dla początkujących https://yogahome.pl/sklep/kursy/kurs-jogi-dla-poczatkujacych/  ✔️ NIE GARB SIĘ!  https://yogahome.pl/sklep/kursy/nie-garb-sie/  ✔️ 2,5 h Warsztat dla bioder https://yogahome.pl/sklep/zajecia-online/praktyka-mobilne-biodra/  ✔️2,5 h Warsztat ze skłonów https://yogahome.pl/sklep/zajecia-online/praktyka-sklony/  ✔️ 2,5 h Warsztat z wygięć  https://yogahome.pl/sklep/zajecia-online/praktyka-wygiecia/  ✔️ 2,5 h Warsztat ze szpagatu https://yogahome.pl/sklep/zajecia-online/praktyka-tematyczna-szpagat/  ✔️ 2,5 h Warsztat z Gołębia Królewskiego  https://yogahome.pl/sklep/zajecia-online/praktyka-tematyczna-golab/  ______________________________________________ 🎥 Nadajemy na żywo GRAFIK: https://yogahome.pl/joga-online/ ______________________________________________ Różne poziomy trudności: ★☆☆☆ początkujący ★★☆☆ średnio-zaawansowany ★★★☆ zaawansowany ★★★★ Wow! _______________________________________________ 🏆 Co nas wyróżnia??? Możesz być z nami na żywo!!! W trakcie transmisji możesz zadawać pytania w komentarzach i od razu dostać na nie odpowiedź. Możesz również porozmawiać z nami po zajęciach! _______________________________________________ ✅ NASZ SKLEP: https://yogahome.pl/sklep/ ✅ INSTAGRAM: https://www.instagram.com/yogahome.pl/ ✅ FACEBOOK: https://www.facebook.com/yogahomepl ________________________________________________ ❗❗ Pamiętaj, żeby wszystko robić w zgodzie ze swoim ciałem! ❤️ Podobało Ci się? Zostaw kciuka w górę i komentarz!","https://www.youtube.com/watch?v=xYf6rT8uJd4"
"25 min Yin Yoga - bez sprzętów | POZIOM ★☆☆☆ |","Stres","26","Yoga Home","Spokojną sesja jogi w stylu yin, stworzoną z myślą o regeneracji! Idealna dla tych, którzy zmagają się z brakiem czasu i intensywnym zmęczeniem, ta praktyka jogi pomoże Ci zrelaksować ciało i umysł. 🌟  Podczas tej sesji skoncentrujemy się na dłuższych, statycznych pozycjach, które rozluźnią napięcia i przywrócą równowagę. To doskonała okazja, aby poświęcić sobie chwilę w ciągu dnia, maksymalizując efekty jogi w krótkim czasie.    #joga #szybkaregeneracja #praktykajogi #jogawdomu #yin #joganastres #rehabilitacja #zdrowiementalne #zdrowieemocjonalne   🙏 Jeżeli doceniasz naszą pracę wesprzyj nas. Przeczytaj jak można to zrobić: https://yogahome.pl/wsparcie/ _______________________________________________ 🧨 Co nas wyróżnia? Możesz być z nami na żywo! W trakcie transmisji możesz zadawać pytania w komentarzach i od razu dostać na nie odpowiedź. Możesz również porozmawiać z nami po zajęciach! Zobacz nasz grafik https://yogahome.pl/joga-online/ _______________________________________________ 💻 https://yogahome.pl https://www.instagram.com/yogahome.pl/ https://www.facebook.com/yogahomepl _______________________________________________ ❗ Pamiętaj, żeby wszystko robić w zgodzie ze swoim ciałem! ❤️ Polub film i subskrybuj kanał po więcej jogi dostosowanej do Ciebie!","https://www.youtube.com/watch?v=Y2DvuPUVUOM"
"Rampa Wzmacniająca - Joga dla Facetów | POZIOM ★★★☆ |","Flow, Siła","43","Yoga Home","🏋️‍♂️RAMPA wzmacniająca ramiona, brzuch i mięśnie core– sesja stworzona z myślą o męskiej części naszej jogowej społeczności! Ta dynamiczna praktyka jogi wprowadza elementy pozycji balansowych na rękach, które bardzo często przyciągają panów do świata jogi, ale oczywiście nie ograniczamy się tylko do nich – każda osoba, niezależnie od płci, może skorzystać z tej wyjątkowej sesji i wzmocnić swoje ciało oraz poprawić sprawność. 💪  W trakcie zajęć skoncentrujemy się na ruchach, które rozwijają siłę i równowagę, co jest doskonałym uzupełnieniem Twojego treningu siłowego.   Serdecznie zapraszamy zarówno mężczyzn, jak i kobiety do wspólnej praktyki  jogi w domu!  #joga #wzmacnianie #praktykajogi #jogadlamężczyzn #jogawdomu  🙏 Jeżeli doceniasz naszą pracę wesprzyj nas. Przeczytaj jak można to zrobić: https://yogahome.pl/wsparcie/ _______________________________________________ 🧨 Co nas wyróżnia? Możesz być z nami na żywo! W trakcie transmisji możesz zadawać pytania w komentarzach i od razu dostać na nie odpowiedź. Możesz również porozmawiać z nami po zajęciach! Zobacz nasz grafik https://yogahome.pl/joga-online/ _______________________________________________ 💻 https://yogahome.pl https://www.instagram.com/yogahome.pl/ https://www.facebook.com/yogahomepl _______________________________________________ ❗ Pamiętaj, żeby wszystko robić w zgodzie ze swoim ciałem! ❤️ Polub film i subskrybuj kanał po więcej jogi dostosowanej do Ciebie!","https://www.youtube.com/watch?v=7Y0AOEefSQ0"
"SILENT YOGA - Full Body Stretch - music only","Kręgosłup, Rozciąganie","30","Yoga Home","Silent Yoga - Full Body Yoga Workout | 45s STETCH 10s NEXT |  Welcome to our Silent Yoga series! In this peaceful yoga session, we invite you to immerse yourself in the practice without words, allowing only the soothing sounds of music to guide you. Our unique format features a timer that counts down 30 seconds of exercise followed by a 10-second break to transition into the next pose.  Please always listen to your body, follow your breath and only go as deep into a posture as it truly feels good and safe. Enjoy!  ❤️ Did you like it? Leave a thumbs up and a comment!  Are you looking for more Silent Yoga videos?  💛SILENT YOGA - Glutes & Hip Flexors Stretching - music only https://youtu.be/zBHLJWvbV74?si=CIgWqGvecWnOFf0O  💛SILENT YOGA - Yin Yoga for Heart and Hips - music only https://youtu.be/3o7dpY7gu8g?si=HLcF8U9MP_TSBj0J  💛SILENT YOGA - DEEP HIP PRACTICE - music only https://youtu.be/8RofqXdkRHA?si=7ahpRuUpGZ9GMtSj  💛SILENT YOGA - Hips & Lower Back Release - music only https://youtu.be/KF7cf13Ge_M?si=Wr8Mov267P3A81lX","https://www.youtube.com/watch?v=qxt-Xp1ycKE"
"Album 777 Asan - wszystkie kluczowe asany w jednym albumie!","Inne","6","Yoga Home","Zanurz się w fascynującym świecie jogi z Albumem 777 Asan – kompletnym przewodnikiem po jogowych kształtach, który łączy pasję do ruchu z wiedzą o anatomii. Unikatowy album jest rezultatem wieloletniej pracy i miłości do jogi. Stworzony został dla osób pragnących poszerzyć swoją wiedzę i umiejętności w praktyce.  DOWIEDZ SIĘ WIĘCEJ I KUP ALBUM NA: https://yogahome.pl/sklep/akcesoria/album-777-asan/  PONIŻEJ KILKA OPINII OSÓB, KTÓRE JUŻ KORZYSTAJĄ Z NASZEGO ALBUMU:  ""Album Asan to niesamowita pozycja na polskim rynku książek poświęconych jodze. Ogromne gratulacje dla Karoli i Adriana i wielki podziw za ogrom włożonej pracy w ten album. Wszystko jest czytelne i bardzo logicznie poukładane. To nieoceniona pomoc w układaniu sekwencji na moje zajęcia. Jestem wdzięczna, że mogę czerpać inspiracje już nie tylko z kanału Yoga Home na You Tube, ale teraz też z tej pięknie wydanej książki. Dzięki jeszcze raz!"" MARTA - TERYTORIUM JOGI  ""Album asan to wspaniałe uzupełnienie kanału na YouTube – idealne narzędzie dla osób, które praktykują samodzielnie lub uczą jogi, spełni oczekiwania zarówno początkujących, jak i zaawansowanych. Książka jest pięknie wydana, łatwo się po niej poruszać, układ jest bardzo czytelny i przyjazny. Brakowało mi takiej pozycji na rynku, a teraz mam ją na półce. Polecam album, kanał i wszystkie kursy made by YogaHome."" KATARZYNA  ""Ten album jest cudowny!!! Jest dopracowany w każdym miejscu, w każdym słowie i w każdym zdjęciu. Wymagało to takiego ogromu pracy, że obawiam się że cena za ten album jest mocno zaniżona bo od okładki do ostatniej strony jest warta dużo, dużo więcej. Ja ze swojej strony dziękuję za każdą minutę którą poświęciliście na ten album, to kolejny krok w mojej jogowej drodze i przyznaję że jest ogromnym wsparciem."" ELA","https://www.youtube.com/watch?v=kukhfj9B_ks"
"Yoga Peak Pose - Pozycja Kruka 60 min | POZIOM ★★☆☆ |","Flow, Rozciąganie","60","Yoga Home","#joga #vinyasa #yogahome  Wzmacniająco-techniczna sesja, która przygotuje Cię do pozycji kruka. Ta balansowa pozycja na rękach jest osiągalna dla osób średniozaawansowanych, a nasze zajęcia pomogą Ci w odpowiednim przygotowaniu i nauce jej wykonania. 💪  W trakcie sesji skupimy się na budowaniu siły, równowagi i techniki niezbędnych do ujarzmienia tej pozycji.   💰 Jeżeli doceniasz naszą pracę wesprzyj nas.  Przeczytaj jak można to zrobić: https://yogahome.pl/wsparcie/  ❗❗❗ ALBUM 777 ASAN ❗❗❗  Nasza książka dostępna w sprzedaży  https://yogahome.pl/sklep/akcesoria/album-777-asan/ ______________________________________________ NASZE KURSY ONLINE:  ✔️ 10h Kurs Vinyasa Joga dla początkujących https://yogahome.pl/sklep/kursy/kurs-jogi-dla-poczatkujacych/  ✔️ NIE GARB SIĘ!  https://yogahome.pl/sklep/kursy/nie-garb-sie/  ✔️ 2,5 h Warsztat dla bioder https://yogahome.pl/sklep/zajecia-online/praktyka-mobilne-biodra/  ✔️2,5 h Warsztat ze skłonów https://yogahome.pl/sklep/zajecia-online/praktyka-sklony/  ✔️ 2,5 h Warsztat z wygięć  https://yogahome.pl/sklep/zajecia-online/praktyka-wygiecia/  ✔️ 2,5 h Warsztat ze szpagatu https://yogahome.pl/sklep/zajecia-online/praktyka-tematyczna-szpagat/  ✔️ 2,5 h Warsztat z Gołębia Królewskiego  https://yogahome.pl/sklep/zajecia-online/praktyka-tematyczna-golab/  ______________________________________________ 🎥 Nadajemy na żywo GRAFIK: https://yogahome.pl/joga-online/ ______________________________________________ Różne poziomy trudności: ★☆☆☆ początkujący ★★☆☆ średnio-zaawansowany ★★★☆ zaawansowany ★★★★ Wow! _______________________________________________ 🏆 Co nas wyróżnia??? Możesz być z nami na żywo!!! W trakcie transmisji możesz zadawać pytania w komentarzach i od razu dostać na nie odpowiedź. Możesz również porozmawiać z nami po zajęciach! _______________________________________________ ✅ NASZ SKLEP: https://yogahome.pl/sklep/ ✅ INSTAGRAM: https://www.instagram.com/yogahome.pl/ ✅ FACEBOOK: https://www.facebook.com/yogahomepl ________________________________________________ ❗❗ Pamiętaj, żeby wszystko robić w zgodzie ze swoim ciałem! ❤️ Podobało Ci się? Zostaw kciuka w górę i komentarz!","https://www.youtube.com/watch?v=u4x_rT2v9O8"
"30 min Yoga Flow bez Powitań Słońca | POZIOM ★★☆☆ |","Flow","32","Yoga Home","Czas na jogę to idealna praktyka dla wszystkich, którzy szukają relaksu bez intensywnych powitań słońca! Ten yoga flow skoncentrowany jest na płynnych ruchach, które pozwolą Ci odczuć harmonię ciała i umysłu. 🌿   W tej sesji unikniemy chaturangi, skupiając się na przyjemności z ruchu i dostosowaniu praktyki do własnych potrzeb. Niezależnie od poziomu zaawansowania, ta sesja jogi w domu sprawi, że poczujesz relaks i przypływ energii.   🎇 Dołącz do nas i rozwiń swoją praktykę jogi w komfortowym zaciszu własnego domu!  #joga #yogaflow #praktykajogi #jogawdomu #vinyasa #zdrowie #zdrowystylżycia #zdrowenawyki   🙏 Jeżeli doceniasz naszą pracę wesprzyj nas. Przeczytaj jak można to zrobić: https://yogahome.pl/wsparcie/ _______________________________________________ 🧨 Co nas wyróżnia? Możesz być z nami na żywo! W trakcie transmisji możesz zadawać pytania w komentarzach i od razu dostać na nie odpowiedź. Możesz również porozmawiać z nami po zajęciach! Zobacz nasz grafik https://yogahome.pl/joga-online/ _______________________________________________ 💻 https://yogahome.pl https://www.instagram.com/yogahome.pl/ https://www.facebook.com/yogahomepl _______________________________________________ ❗ Pamiętaj, żeby wszystko robić w zgodzie ze swoim ciałem! ❤️ Polub film i subskrybuj kanał po więcej jogi dostosowanej do Ciebie!","https://www.youtube.com/watch?v=RiZW-ByF2to"
"Easy Yoga Flow  - Joga na brak sił | POZIOM ★☆☆☆ |","Flow, Stres, Rozciąganie","55","Yoga Home","#yoga #joga #yogahome  Lekcja jogi „gentle flow” to idealne rozwiązanie dla każdego, kto potrzebuje chwili spokoju i wyciszenia, szczególnie w gorszy dzień. Te łagodne zajęcia będą doskonałym antidotum na brak siły i stres, oferując Ci odrobinę wytchnienia i równowagi. 🌿  Podczas tej sesji skoncentrujemy się na powolnych, płynnych ruchach, które pomogą Ci odnaleźć wewnętrzny spokój i zrelaksować ciało oraz umysł. Niezależnie od poziomu zaawansowania, każdy znajdzie tu coś dla siebie.  💰 Jeżeli doceniasz naszą pracę wesprzyj nas.  Przeczytaj jak można to zrobić: https://yogahome.pl/wsparcie/  ❗❗❗ ALBUM 777 ASAN ❗❗❗  Nasza książka dostępna w sprzedaży  https://yogahome.pl/sklep/akcesoria/album-777-asan/  ______________________________________________ NASZE KURSY ONLINE:  ✔️ 10h Kurs Vinyasa Joga dla początkujących https://yogahome.pl/sklep/kursy/kurs-jogi-dla-poczatkujacych/  ✔️ NIE GARB SIĘ!  https://yogahome.pl/sklep/kursy/nie-garb-sie/  ✔️ 2,5 h Warsztat dla bioder https://yogahome.pl/sklep/zajecia-online/praktyka-mobilne-biodra/  ✔️2,5 h Warsztat ze skłonów https://yogahome.pl/sklep/zajecia-online/praktyka-sklony/  ✔️ 2,5 h Warsztat z wygięć  https://yogahome.pl/sklep/zajecia-online/praktyka-wygiecia/  ✔️ 2,5 h Warsztat ze szpagatu https://yogahome.pl/sklep/zajecia-online/praktyka-tematyczna-szpagat/  ✔️ 2,5 h Warsztat z Gołębia Królewskiego  https://yogahome.pl/sklep/zajecia-online/praktyka-tematyczna-golab/  ______________________________________________ 🎥 Nadajemy na żywo GRAFIK: https://yogahome.pl/joga-online/ ______________________________________________ Różne poziomy trudności: ★☆☆☆ początkujący ★★☆☆ średnio-zaawansowany ★★★☆ zaawansowany ★★★★ Wow! _______________________________________________ 🏆 Co nas wyróżnia??? Możesz być z nami na żywo!!! W trakcie transmisji możesz zadawać pytania w komentarzach i od razu dostać na nie odpowiedź. Możesz również porozmawiać z nami po zajęciach! _______________________________________________ ✅ NASZ SKLEP: https://yogahome.pl/sklep/ ✅ INSTAGRAM: https://www.instagram.com/yogahome.pl/ ✅ FACEBOOK: https://www.facebook.com/yogahomepl ________________________________________________ ❗❗ Pamiętaj, żeby wszystko robić w zgodzie ze swoim ciałem! ❤️ Podobało Ci się? Zostaw kciuka w górę i komentarz!","https://www.youtube.com/watch?v=9dRBjy_gNkU"
"Vinyasa bez Chaturang - Joga 50+ | POZIOM ★☆☆☆ |","Flow","36","Yoga Home","Praktyka jogi w stylu vinyasa poprowadzona w zmodyfikowany sposób z zastąpieniem pozycji chaturangi (pozycji kija). W tej praktyce zmodyfikowaliśmy standardowe Powitania Słońca aby były możliwe do wykonania dla osób, które miewają trudności z pozycją chaturangi.  #joga #jogadlapoczatkujacych #zdrowie #regeneracja #rehabilitacja #jogawdomu #cwiczeniawdomu   🙏 Jeżeli doceniasz naszą pracę wesprzyj nas. Przeczytaj jak można to zrobić: https://yogahome.pl/wsparcie/ _______________________________________________ 🧨 Co nas wyróżnia? Możesz być z nami na żywo! W trakcie transmisji możesz zadawać pytania w komentarzach i od razu dostać na nie odpowiedź. Możesz również porozmawiać z nami po zajęciach! Zobacz nasz grafik https://yogahome.pl/joga-online/ _______________________________________________ 💻 https://yogahome.pl https://www.instagram.com/yogahome.pl/ https://www.facebook.com/yogahomepl _______________________________________________ ❗ Pamiętaj, żeby wszystko robić w zgodzie ze swoim ciałem! ❤️ Polub film i subskrybuj kanał po więcej jogi dostosowanej do Ciebie!","https://www.youtube.com/watch?v=1pBrYsuPZ7M"
"Yoga Peak Pose - trzcina cukrowa 75 min | POZIOM ★★☆☆ |","Flow, Rozciąganie","75","Yoga Home","#joga #vinyasa #yogahome  Praktyka jogi poprowadzona metodą vinyasa w kierunku Peak Pose. Dzisiejsza sesja będzie przygotowywać ciało do wykonania pozycji Trzciny Cukrowej.   💰 Jeżeli doceniasz naszą pracę wesprzyj nas.  Przeczytaj jak można to zrobić: https://yogahome.pl/wsparcie/  ❗❗❗ ALBUM 777 ASAN ❗❗❗  Nasza książka dostępna w sprzedaży  https://yogahome.pl/sklep/akcesoria/album-777-asan/ ______________________________________________ NASZE KURSY ONLINE:  ✔️ 10h Kurs Vinyasa Joga dla początkujących https://yogahome.pl/sklep/kursy/kurs-jogi-dla-poczatkujacych/  ✔️ NIE GARB SIĘ!  https://yogahome.pl/sklep/kursy/nie-garb-sie/  ✔️ 2,5 h Warsztat dla bioder https://yogahome.pl/sklep/zajecia-online/praktyka-mobilne-biodra/  ✔️2,5 h Warsztat ze skłonów https://yogahome.pl/sklep/zajecia-online/praktyka-sklony/  ✔️ 2,5 h Warsztat z wygięć  https://yogahome.pl/sklep/zajecia-online/praktyka-wygiecia/  ✔️ 2,5 h Warsztat ze szpagatu https://yogahome.pl/sklep/zajecia-online/praktyka-tematyczna-szpagat/  ✔️ 2,5 h Warsztat z Gołębia Królewskiego  https://yogahome.pl/sklep/zajecia-online/praktyka-tematyczna-golab/  ______________________________________________ 🎥 Nadajemy na żywo GRAFIK: https://yogahome.pl/joga-online/ ______________________________________________ Różne poziomy trudności: ★☆☆☆ początkujący ★★☆☆ średnio-zaawansowany ★★★☆ zaawansowany ★★★★ Wow! _______________________________________________ 🏆 Co nas wyróżnia??? Możesz być z nami na żywo!!! W trakcie transmisji możesz zadawać pytania w komentarzach i od razu dostać na nie odpowiedź. Możesz również porozmawiać z nami po zajęciach! _______________________________________________ ✅ NASZ SKLEP: https://yogahome.pl/sklep/ ✅ INSTAGRAM: https://www.instagram.com/yogahome.pl/ ✅ FACEBOOK: https://www.facebook.com/yogahomepl ________________________________________________ ❗❗ Pamiętaj, żeby wszystko robić w zgodzie ze swoim ciałem! ❤️ Podobało Ci się? Zostaw kciuka w górę i komentarz!","https://www.youtube.com/watch?v=81hwYzm-NUk"
"Rozgrzewająca Lekcja Jogi | POZIOM ★★☆☆ |","Flow, Stres, Rozciąganie","30","Yoga Home","Zapraszamy na energizującą sesję jogi w stylu vinyasa, w której każdy ruch jest połączony z oddechem, tworząc medytacyjne doświadczenie. Ta dynamiczna lekcja jest idealna na zimowe wieczory, dostarczając ciepła lub jako rozgrzewka przygotowując ciało do dalszych treningów.   Dzięki tej praktyce nie tylko wzmocnisz swoje mięśnie i poprawisz elastyczność, ale także zyskasz wewnętrzny spokój i koncentrację i oczywiście przy okazji się rozgrzejesz.   #joga #praktykajogi #jogadlapoczatkujacych #zdrowystylżycia #zdrowie #rozgrzewka   🙏 Jeżeli doceniasz naszą pracę wesprzyj nas. Przeczytaj jak można to zrobić: https://yogahome.pl/wsparcie/ _______________________________________________ 🧨 Co nas wyróżnia? Możesz być z nami na żywo! W trakcie transmisji możesz zadawać pytania w komentarzach i od razu dostać na nie odpowiedź. Możesz również porozmawiać z nami po zajęciach! Zobacz nasz grafik https://yogahome.pl/joga-online/ _______________________________________________ 💻 https://yogahome.pl https://www.instagram.com/yogahome.pl/ https://www.facebook.com/yogahomepl _______________________________________________ ❗ Pamiętaj, żeby wszystko robić w zgodzie ze swoim ciałem! ❤️ Polub film i subskrybuj kanał po więcej jogi dostosowanej do Ciebie!","https://www.youtube.com/watch?v=mjJAG8Z3dsA"
"60 min Full Body Yoga | POZIOM ★☆☆☆","Flow, Rozciąganie","63","Yoga Home","#yoga #joga #yogahome  60 minutowa praktyka jogi, która ma za zadanie kompleksowo zadbać o całe ciało. Jest to skrócona ale pełna lekcja jogi. Pamiętajcie aby ćwiczyć w zgodzie ze sobą.   💰 Jeżeli doceniasz naszą pracę wesprzyj nas.  Przeczytaj jak można to zrobić: https://yogahome.pl/wsparcie/  ❗❗❗ ALBUM 777 ASAN ❗❗❗  Nasza książka dostępna w sprzedaży  https://yogahome.pl/sklep/akcesoria/album-777-asan/  ______________________________________________ NASZE KURSY ONLINE:  ✔️ 10h Kurs Vinyasa Joga dla początkujących https://yogahome.pl/sklep/kursy/kurs-jogi-dla-poczatkujacych/  ✔️ NIE GARB SIĘ!  https://yogahome.pl/sklep/kursy/nie-garb-sie/  ✔️ 2,5 h Warsztat dla bioder https://yogahome.pl/sklep/zajecia-online/praktyka-mobilne-biodra/  ✔️2,5 h Warsztat ze skłonów https://yogahome.pl/sklep/zajecia-online/praktyka-sklony/  ✔️ 2,5 h Warsztat z wygięć  https://yogahome.pl/sklep/zajecia-online/praktyka-wygiecia/  ✔️ 2,5 h Warsztat ze szpagatu https://yogahome.pl/sklep/zajecia-online/praktyka-tematyczna-szpagat/  ✔️ 2,5 h Warsztat z Gołębia Królewskiego  https://yogahome.pl/sklep/zajecia-online/praktyka-tematyczna-golab/  ______________________________________________ 🎥 Nadajemy na żywo GRAFIK: https://yogahome.pl/joga-online/ ______________________________________________ Różne poziomy trudności: ★☆☆☆ początkujący ★★☆☆ średnio-zaawansowany ★★★☆ zaawansowany ★★★★ Wow! _______________________________________________ 🏆 Co nas wyróżnia??? Możesz być z nami na żywo!!! W trakcie transmisji możesz zadawać pytania w komentarzach i od razu dostać na nie odpowiedź. Możesz również porozmawiać z nami po zajęciach! _______________________________________________ ✅ NASZ SKLEP: https://yogahome.pl/sklep/ ✅ INSTAGRAM: https://www.instagram.com/yogahome.pl/ ✅ FACEBOOK: https://www.facebook.com/yogahomepl ________________________________________________ ❗❗ Pamiętaj, żeby wszystko robić w zgodzie ze swoim ciałem! ❤️ Podobało Ci się? Zostaw kciuka w górę i komentarz!","https://www.youtube.com/watch?v=uTrGOWzuapQ"
"Stanie na Rękach w Praktyce Jogi | POZIOM ★★★★ |","Flow","25","Yoga Home","W tym filmie prezentujemy jak wplatać elementy Stania na Rękach do swojej standardowej praktyki jogi w stylu vinyasa. Nie musisz umieć stać na rękach by wprowadzić te ćwiczenia do swojej praktyki. Poznasz kilka tipów jak ćwiczyć HandStand nawet na zwykłej praktyce Powitań Słońca.   #joga #praktykajogi #stanienarękach #zdrowie #praktyka   🙏 Jeżeli doceniasz naszą pracę wesprzyj nas. Przeczytaj jak można to zrobić: https://yogahome.pl/wsparcie/ _______________________________________________ 🧨 Co nas wyróżnia? Możesz być z nami na żywo! W trakcie transmisji możesz zadawać pytania w komentarzach i od razu dostać na nie odpowiedź. Możesz również porozmawiać z nami po zajęciach! Zobacz nasz grafik https://yogahome.pl/joga-online/ _______________________________________________ 💻 https://yogahome.pl https://www.instagram.com/yogahome.pl/ https://www.facebook.com/yogahomepl _______________________________________________ ❗ Pamiętaj, żeby wszystko robić w zgodzie ze swoim ciałem! ❤️ Polub film i subskrybuj kanał po więcej jogi dostosowanej do Ciebie!","https://www.youtube.com/watch?v=q6d_f7ThFY8"
"Joga w parze (nie tylko) na Walentynki ❤","Inne","41","Yoga Home","Dzisiejsza sesja jogi dedykowana jest osobom, które chcą praktykować jogę w parze.  Potraktujcie tę sesję  jako mały eksperyment i otwarcie się na nowe wrażenia z praktyki związane z obecnością drugiej osoby na macie.  Pamiętajcie, że podczas tej sesji musicie uważać nie tylko na siebie ale również na swojego partnera czy partnerkę. Ćwiczenia w parze z partnerem lub partnerką wymagają komunikacji swoich odczuć w pozycjach aby były bezpieczne.  Mamy nadzieję, że będziecie się dobrze z nami bawić.   #jogawparach #joga #jogawdomu   🙏 Jeżeli doceniasz naszą pracę wesprzyj nas. Przeczytaj jak można to zrobić: https://yogahome.pl/wsparcie/ _______________________________________________ 🧨 Co nas wyróżnia? Możesz być z nami na żywo! W trakcie transmisji możesz zadawać pytania w komentarzach i od razu dostać na nie odpowiedź. Możesz również porozmawiać z nami po zajęciach! Zobacz nasz grafik https://yogahome.pl/joga-online/ _______________________________________________ 💻 https://yogahome.pl https://www.instagram.com/yogahome.pl/ https://www.facebook.com/yogahomepl _______________________________________________ ❗ Pamiętaj, żeby wszystko robić w zgodzie ze swoim ciałem! ❤️ Polub film i subskrybuj kanał po więcej jogi dostosowanej do Ciebie!","https://www.youtube.com/watch?v=i2mGQotOx2g"
"Easy L-sit - Joga wzmacniająca 55 min | POZIOM ★★☆☆ |","Flow, Rozciąganie","59","Yoga Home","#joga #vinyasa #yogahome  Praktyka jogi poprowadzona metodą vinyasa o charakterze wzmacniającym. Podczas tej praktyki skupimy się na wzmacnianiu ciała w kierunku pozycji L-sit. Jeśli nie umiesz tej pozycji, a chcesz ją wykonać to ta praktyka jest dla Ciebie.   💰 Jeżeli doceniasz naszą pracę wesprzyj nas.  Przeczytaj jak można to zrobić: https://yogahome.pl/wsparcie/ ______________________________________________ NASZE KURSY ONLINE:  ✔️ 10h Kurs Vinyasa Joga dla początkujących https://yogahome.pl/sklep/kursy/kurs-jogi-dla-poczatkujacych/  ✔️ NIE GARB SIĘ!  https://yogahome.pl/sklep/kursy/nie-garb-sie/  ✔️ 2,5 h Warsztat dla bioder https://yogahome.pl/sklep/zajecia-online/praktyka-mobilne-biodra/  ✔️2,5 h Warsztat ze skłonów https://yogahome.pl/sklep/zajecia-online/praktyka-sklony/  ✔️ 2,5 h Warsztat z wygięć  https://yogahome.pl/sklep/zajecia-online/praktyka-wygiecia/  ✔️ 2,5 h Warsztat ze szpagatu https://yogahome.pl/sklep/zajecia-online/praktyka-tematyczna-szpagat/  ✔️ 2,5 h Warsztat z Gołębia Królewskiego  https://yogahome.pl/sklep/zajecia-online/praktyka-tematyczna-golab/  ______________________________________________ 🎥 Nadajemy na żywo GRAFIK: https://yogahome.pl/joga-online/ ______________________________________________ Różne poziomy trudności: ★☆☆☆ początkujący ★★☆☆ średnio-zaawansowany ★★★☆ zaawansowany ★★★★ Wow! _______________________________________________ 🏆 Co nas wyróżnia??? Możesz być z nami na żywo!!! W trakcie transmisji możesz zadawać pytania w komentarzach i od razu dostać na nie odpowiedź. Możesz również porozmawiać z nami po zajęciach! _______________________________________________ ✅ NASZ SKLEP: https://yogahome.pl/sklep/ ✅ INSTAGRAM: https://www.instagram.com/yogahome.pl/ ✅ FACEBOOK: https://www.facebook.com/yogahomepl ________________________________________________ ❗❗ Pamiętaj, żeby wszystko robić w zgodzie ze swoim ciałem! ❤️ Podobało Ci się? Zostaw kciuka w górę i komentarz!","https://www.youtube.com/watch?v=A5EiJHJPmjo"
"Agrafka - mobilność obręczy barkowej | POZIOM ★☆☆☆ |","Kręgosłup","22","Yoga Home","Krótka sesja jogi, która pomoże Ci zadbać o mobilność obręczy barkowej w kierunku pozycji Agrafki. Świetnie się sprawdzi też jako rozruszanie po całym dniu siedzenia za biurkiem.  #joga #jogawdomu #popracy #rehabilitacja #regeneracja #jogadlapoczatkujacych   🙏 Jeżeli doceniasz naszą pracę wesprzyj nas. Przeczytaj jak można to zrobić: https://yogahome.pl/wsparcie/ _______________________________________________ 🧨 Co nas wyróżnia? Możesz być z nami na żywo! W trakcie transmisji możesz zadawać pytania w komentarzach i od razu dostać na nie odpowiedź. Możesz również porozmawiać z nami po zajęciach! Zobacz nasz grafik https://yogahome.pl/joga-online/ _______________________________________________ 💻 https://yogahome.pl https://www.instagram.com/yogahome.pl/ https://www.facebook.com/yogahomepl _______________________________________________ ❗ Pamiętaj, żeby wszystko robić w zgodzie ze swoim ciałem! ❤️ Polub film i subskrybuj kanał po więcej jogi dostosowanej do Ciebie!","https://www.youtube.com/watch?v=jWeSphqlREw"
